energy,tempo,musica_dancante,genero,loudness,liveness,valence,artista,time_signature,speechiness,popularidade,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,musica,track_album_release_date,instrumentalness,track_album_id,mode,key,duracao_ms,acousticness,id,playlist_subgenre,type,playlist_id,duracao_minutos
0.582,116.712,0.7,pop,-5.96,0.0881,0.785,Chappell Roan,4,0.0356,94,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Global Top 50,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05,0.0,1WAjjRMfZjEXtB0lQrAw6Q,0,11,218424,0.0502,0WbMK4wrZ1wFSty9F7FCgu,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.64
0.563,105.008,0.833,pop,-5.593,0.139,0.343,"Rauw Alejandro, Bad Bunny",4,0.204,82,https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U,spotify:track:0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,Global Top 50,https://api.spotify.com/v1/audio-analysis/0l0vcZMU7AOeQmUIREoI2U,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,2024-11-15,1.27e-05,0aX0UXrHG2ceYIxTQcqJdA,0,4,182857,0.528,0l0vcZMU7AOeQmUIREoI2U,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.05
0.627,150.273,0.336,pop,-7.463,0.0708,0.35,Mariah Carey,4,0.0384,87,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Merry Christmas,Global Top 50,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,1994-10-28,0.0,61ulfFSmmxMhc2wCdmdMkN,1,7,241107,0.164,0bYg9bo50gSsH3LtXe2SQn,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.02
0.471,105.029,0.472,pop,-5.692,0.14,0.219,Benson Boone,3,0.0603,89,https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Fireworks & Rollerblades,Global Top 50,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii,3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,2024-04-05,0.0,168CdR21lfn0TTyw1Pkdcm,1,10,180304,0.151,3xkHsmpQCBMytMJNiDf3Ii,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.01
0.668,128.027,0.924,pop,-6.795,0.0678,0.787,KAROL G,4,0.0469,93,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,spotify:track:6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,Global Top 50,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,2024-06-21,0.000594,5ylbxH7EqpsmHZCRuiYewS,1,11,195824,0.446,6WatFBLVB0x077xWeoVc2k,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.26
0.586,107.015,0.675,pop,-6.086,0.104,0.621,Sabrina Carpenter,4,0.0531,87,https://api.spotify.com/v1/tracks/2tHwzyyOLoWSFqYNjeVMzj,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Short n' Sweet,Global Top 50,https://api.spotify.com/v1/audio-analysis/2tHwzyyOLoWSFqYNjeVMzj,2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,2024-08-23,0.0,3iPSVi54hsacKKl1xIR2eH,1,9,186365,0.257,2tHwzyyOLoWSFqYNjeVMzj,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.11
0.406,115.94,0.53,pop,-7.507,0.133,0.338,Gracie Abrams,3,0.033,90,https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy,spotify:track:51rfRCiUSvxXlCSCfIztBy,The Secret of Us,Global Top 50,https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",2024-06-21,0.0,56bdWeO40o3WfAD2Lja4dl,1,10,157147,0.656,51rfRCiUSvxXlCSCfIztBy,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.62
0.369,174.097,0.448,pop,-9.514,0.638,0.0998,Lord Huron,3,0.0452,88,https://api.spotify.com/v1/tracks/3hRV0jL3vUpRrcy398teAU,spotify:track:3hRV0jL3vUpRrcy398teAU,Strange Trails,Global Top 50,https://api.spotify.com/v1/audio-analysis/3hRV0jL3vUpRrcy398teAU,3hRV0jL3vUpRrcy398teAU,The Night We Met,2015-04-06,0.272,4sD1qg4jwTZR4mvR4Iflk5,1,9,208212,0.968,3hRV0jL3vUpRrcy398teAU,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.47
0.807,124.053,0.612,pop,-2.81,0.101,0.398,The Neighbourhood,4,0.0336,90,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,I Love You.,Global Top 50,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,2013-04-22,0.0177,4xkM0BwLM9H2IUcbYzpcBI,1,10,240400,0.0495,2QjOHCTQ1Jl3zawyYOpxh6,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.01
0.417,67.528,0.464,pop,-9.345,0.0974,0.479,Arctic Monkeys,4,0.0256,90,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,AM,Global Top 50,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,2013-09-09,0.022,78bpIziExqiI9qztvNFlQu,0,0,183956,0.136,5XeFesFbtLpXzIVDNQP22n,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.07
0.604,159.92,0.561,pop,-4.409,0.104,0.242,Teddy Swims,3,0.0337,89,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,I've Tried Everything But Therapy (Part 1),Global Top 50,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,17phhZDn6oGtzMe56NuWvj,Lose Control,2023-09-15,1.9e-05,7nacKlk586eLRBSIsrk9DB,1,9,210689,0.199,17phhZDn6oGtzMe56NuWvj,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.51
0.559,78.558,0.558,pop,-9.222,0.109,0.62,"Tyler, The Creator, Kali Uchis",4,0.0959,90,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,Flower Boy,Global Top 50,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),2017-07-21,7.49e-06,2nkto6YNI4rUYTLqEwWJ3o,1,6,180387,0.371,7KA4W4McWYRpgf0fWsJZWB,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.01
0.661,173.372,0.429,pop,-7.227,0.234,0.285,Coldplay,4,0.0281,89,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,Parachutes,Global Top 50,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,3AJwUDP919kvQ9QcozQPxg,Yellow,2000-07-10,0.000121,6ZG5lRT77aJ3btmArcykra,1,11,266773,0.00239,3AJwUDP919kvQ9QcozQPxg,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.45
0.812,80.09,0.505,pop,-3.986,0.444,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4,0.461,88,https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R,spotify:track:3tFed7YsjGnIfxeLEQwx3R,CHROMAKOPIA,Global Top 50,https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0.0,0U28P0QVB1QRxpqp5IHOlH,1,1,255916,0.285,3tFed7YsjGnIfxeLEQwx3R,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.27
0.56,134.066,0.853,pop,-4.961,0.0944,0.86,Bruno Mars,4,0.0406,88,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,24K Magic,Global Top 50,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,2016-11-17,0.0,4PgleR09JVnm3zY1fW3XBA,1,1,206693,0.013,0KKkJNfGyhkQ5aFogxQAPU,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.44
0.698,143.994,0.726,pop,-4.165,0.309,0.867,Bruno Mars,4,0.0431,89,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,Unorthodox Jukebox,Global Top 50,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,2012-12-07,0.0,58ufpQsJ1DS5kq4hhzQDiI,1,5,233478,0.049,3w3y8KPTfNeOKPiqUTakBh,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.89
0.727,94.99,0.739,pop,-5.968,0.104,0.676,Sabrina Carpenter,4,0.0426,90,https://api.spotify.com/v1/tracks/1UHS8Rf6h5Ar3CDWRd3wjF,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Short n' Sweet,Global Top 50,https://api.spotify.com/v1/audio-analysis/1UHS8Rf6h5Ar3CDWRd3wjF,1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,2024-08-23,0.0,3iPSVi54hsacKKl1xIR2eH,0,11,171870,0.0678,1UHS8Rf6h5Ar3CDWRd3wjF,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.86
0.555,96.063,0.392,pop,-6.707,0.13,0.191,"Tyler, The Creator, Lola Young",3,0.039,87,https://api.spotify.com/v1/tracks/6jbYpRPTEFl1HFKHk1IC0m,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,CHROMAKOPIA,Global Top 50,https://api.spotify.com/v1/audio-analysis/6jbYpRPTEFl1HFKHk1IC0m,6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),2024-10-28,0.000253,0U28P0QVB1QRxpqp5IHOlH,0,4,278015,0.287,6jbYpRPTEFl1HFKHk1IC0m,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.63
0.52,120.001,0.672,pop,-7.747,0.115,0.37,One Direction,4,0.0353,89,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,FOUR (Deluxe),Global Top 50,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,Night Changes,2014-11-17,0.0,4gCNyS7pidfK3rKWhB3JOY,1,8,226600,0.859,5O2P9iiztwhomNh8xkR9lJ,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.78
0.47,67.086,0.598,pop,-8.744,0.505,0.879,Brenda Lee,4,0.0496,83,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,spotify:track:2EjXfH91m7f8HiJN1yQg97,Merry Christmas From Brenda Lee,Global Top 50,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,1964-10-19,0.0,34wa3zf2prXFMk47t9zHFG,1,8,126267,0.617,2EjXfH91m7f8HiJN1yQg97,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.1
0.64,84.828,0.264,pop,-6.221,0.151,0.19,"The Weeknd, JENNIE, Lily-Rose Depp",4,0.0442,89,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,The Idol Episode 4 (Music from the HBO Original Series),Global Top 50,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",2023-06-23,2.31e-06,7tzVd1fwkxsorytCBjEJkU,1,8,244685,0.0393,7CyPwkp0oE8Ro9Dd5CUDjW,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.08
0.841,109.021,0.635,pop,-5.379,0.0622,0.424,Bruno Mars,4,0.0422,85,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Doo-Wops & Hooligans,Global Top 50,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,2010-05-11,0.0,1uyf3l2d4XYwiEqAb7t7fX,1,5,220734,0.0134,7BqBn9nzAq8spo5e7cZ0dJ,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.68
0.706,80.969,0.722,pop,-4.857,0.067,0.599,Shaboozey,4,0.0292,84,https://api.spotify.com/v1/tracks/5fZJQrFKWQLb7FpJXZ1g7K,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,"Where I've Been, Isn't Where I'm Going",Global Top 50,https://api.spotify.com/v1/audio-analysis/5fZJQrFKWQLb7FpJXZ1g7K,5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),2024-05-31,0.0,0DLvFVIfwt3OHdK9kGeEM3,1,9,171292,0.072,5fZJQrFKWQLb7FpJXZ1g7K,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.85
0.757,142.579,0.482,pop,-4.586,0.143,0.12,The Kid LAROI,4,0.0355,88,https://api.spotify.com/v1/tracks/1XBYiRV30ykHw5f4wm6qEn,spotify:track:1XBYiRV30ykHw5f4wm6qEn,THE FIRST TIME,Global Top 50,https://api.spotify.com/v1/audio-analysis/1XBYiRV30ykHw5f4wm6qEn,1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,2023-11-10,0.0016,63IolVUykZCHMlu2zu9jHS,1,6,86984,0.0137,1XBYiRV30ykHw5f4wm6qEn,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,1.45
0.715,155.925,0.315,pop,-8.072,0.0942,0.497,The Goo Goo Dolls,3,0.0362,87,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,Dizzy up the Girl,Global Top 50,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,6Qyc6fS4DsZjB2mRW9DsQs,Iris,1998,7.97e-06,4UMjBXcRqIgMZ1XumU2x5T,0,11,289533,0.00125,6Qyc6fS4DsZjB2mRW9DsQs,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.83
0.864,105.143,0.556,pop,-5.87,0.209,0.4,Linkin Park,4,0.0584,88,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Hybrid Theory (Bonus Edition),Global Top 50,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,60a0Rd6pjrkxjPbaKzXjfq,In the End,2000,0.0,6hPkbAV3ZXpGZBGUvL6jVM,0,3,216880,0.00958,60a0Rd6pjrkxjPbaKzXjfq,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.61
0.643,117.025,0.74,pop,-5.446,0.0407,0.96,Hozier,4,0.0413,84,https://api.spotify.com/v1/tracks/19XpFsce28aByvCC4g89tJ,spotify:track:19XpFsce28aByvCC4g89tJ,Unreal Unearth: Unaired,Global Top 50,https://api.spotify.com/v1/audio-analysis/19XpFsce28aByvCC4g89tJ,19XpFsce28aByvCC4g89tJ,Too Sweet,2024-08-19,0.00229,48qd9sU3xqYJbKaxHCciJL,1,10,251424,0.041,19XpFsce28aByvCC4g89tJ,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,4.19
0.725,130.504,0.633,pop,-4.257,0.205,0.64,Sabrina Carpenter,4,0.0427,87,https://api.spotify.com/v1/tracks/21B4gaTWnTkuSh77iWEXdS,spotify:track:21B4gaTWnTkuSh77iWEXdS,Short n' Sweet,Global Top 50,https://api.spotify.com/v1/audio-analysis/21B4gaTWnTkuSh77iWEXdS,21B4gaTWnTkuSh77iWEXdS,Juno,2024-08-23,0.0,3iPSVi54hsacKKl1xIR2eH,1,5,223192,0.0461,21B4gaTWnTkuSh77iWEXdS,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.72
0.731,101.654,0.483,pop,-6.696,0.151,0.484,Vance Joy,4,0.0381,85,https://api.spotify.com/v1/tracks/2uXlHCUbq9OMUwx3hrk06o,spotify:track:2uXlHCUbq9OMUwx3hrk06o,Dream Your Life Away (Deluxe Edition),Global Top 50,https://api.spotify.com/v1/audio-analysis/2uXlHCUbq9OMUwx3hrk06o,2uXlHCUbq9OMUwx3hrk06o,Riptide,2014-08-05,0.0,2biVG6BYnVVSwLYd1OjbPT,1,1,204280,0.436,2uXlHCUbq9OMUwx3hrk06o,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.4
0.513,109.935,0.745,pop,-9.116,0.216,0.929,"Tito Double P, Peso Pluma",3,0.087,88,https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL,spotify:track:5lKFO0PrOC9jmOlPEdjHsL,INCÓMODO,Global Top 50,https://api.spotify.com/v1/audio-analysis/5lKFO0PrOC9jmOlPEdjHsL,5lKFO0PrOC9jmOlPEdjHsL,DOS DÍAS,2024-08-22,0.0,27GWSFRITD8JJcSGMgEfTN,1,1,154620,0.783,5lKFO0PrOC9jmOlPEdjHsL,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.58
0.689,120.208,0.724,pop,-7.174,0.0922,0.936,Tito Double P,3,0.0524,89,https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c,spotify:track:6X6m4xmdFcz31p1h7Qg68c,INCÓMODO,Global Top 50,https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c,6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,2024-08-22,6.77e-06,27GWSFRITD8JJcSGMgEfTN,0,7,146141,0.573,6X6m4xmdFcz31p1h7Qg68c,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.44
0.621,191.868,0.525,pop,-7.364,0.291,0.592,Ariana Grande,4,0.117,82,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,spotify:track:0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,Global Top 50,https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb,0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,2014-11-24,0.0,27MNgBEnLCKoafz1g2Zu97,1,7,204093,0.0489,0lizgQ7Qw35od7CYaoMBZb,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.4
0.424,119.705,0.754,pop,-8.463,0.0652,0.806,Bobby Helms,4,0.0363,80,https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),Global Top 50,https://api.spotify.com/v1/audio-analysis/7vQbuQcyTflfCIOu3Uzzya,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,1957-12-02,0.0,3wivyOdotHWZ9dcuXMjPKT,1,2,130973,0.643,7vQbuQcyTflfCIOu3Uzzya,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,2.18
0.646,115.842,0.645,pop,-8.334,0.074,0.295,Ariana Grande,4,0.0427,86,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,eternal sunshine,Global Top 50,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),2024-03-08,3.04e-05,5EYKrEDnKhhcNxGedaRQeK,1,5,228639,0.0615,51ZQ1vr10ffzbwIjDCwqm4,global,audio_features,37i9dQZEVXbMDoHDwVN2tF,3.81
0.778,96.057,0.911,latin,-2.248,0.179,0.345,"Bad Bunny, Feid",4,0.262,84,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,spotify:track:7iQXYTyuG13aoeHxGG28Nh,nadie sabe lo que va a pasar mañana,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh,7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,2023-10-13,2.16e-05,4FftCsAcXXD1nFO9RFUNFO,1,5,162768,0.0887,7iQXYTyuG13aoeHxGG28Nh,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ,2.71
0.686,79.928,0.647,latin,-5.745,0.528,0.268,"Bad Bunny, Bomba Estéreo",4,0.0413,80,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,spotify:track:3k3NWokhRRkEPhCzPmV8TW,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,2022-05-06,1.34e-06,3RQQmkQEvNCY4prGKE6oc5,0,3,258299,0.08,3k3NWokhRRkEPhCzPmV8TW,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ,4.3
0.782,128.033,0.621,latin,-5.548,0.23,0.55,"Bizarrap, Quevedo",4,0.044,80,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,0.033,4PNqWiJAfjj32hVvlchV5u,1,2,198938,0.0125,2tTmW7RDtMQtBk7m2rYeSw,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ,3.32
0.524,83.97,0.653,latin,-9.016,0.203,0.553,Kali Uchis,4,0.0502,81,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Sin Miedo (del Amor y Otros Demonios) ∞,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,6tDDoYIxWvMLTdKpjFkc1B,telepatía,2020-12-04,0.0,00wSTrFxoSzA7eeS1UxHgd,0,11,160191,0.112,6tDDoYIxWvMLTdKpjFkc1B,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ,2.67
0.421,98.224,0.537,latin,-8.72,0.138,0.524,iñigo quintero,4,0.0285,80,https://api.spotify.com/v1/tracks/2HafqoJbgXdtjwCOvNEF14,spotify:track:2HafqoJbgXdtjwCOvNEF14,Si No Estás,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/2HafqoJbgXdtjwCOvNEF14,2HafqoJbgXdtjwCOvNEF14,Si No Estás,2022-09-23,0.0,66k6EGkPtYoN44anGIsEPW,1,5,184061,0.827,2HafqoJbgXdtjwCOvNEF14,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ,3.07
0.73,155.008,0.834,arabic,-3.714,0.124,0.446,Travis Scott,4,0.222,81,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,ASTROWORLD,Arab X,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,2018-08-03,0.0,41GuZcammIkupMPKH2OJ6I,1,8,312820,0.00513,2xLMifQCjDGFmkHkpNLD9h,modern,audio_features,3gZgGRvDn9tTUy8n7699pD,5.21
0.716,91.007,0.701,arabic,-3.671,0.324,0.732,"24kGoldn, iann dior",4,0.0361,80,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,El Dorado,Arab X,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),2021-03-26,0.0,270o30h7cAlEhBnbuSpFZq,0,7,140533,0.174,4jPy3l0RUwlUI9T5XHBW2m,modern,audio_features,3gZgGRvDn9tTUy8n7699pD,2.34
0.882,148.038,0.569,arabic,-2.777,0.142,0.201,"Travis Scott, Playboi Carti",4,0.06,88,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,spotify:track:42VsgItocQwOQC3XWZ8JNA,UTOPIA,Arab X,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),2023-07-28,0.0,18NOKLkZETa4sWwLMIm0UZ,0,3,191701,0.0316,42VsgItocQwOQC3XWZ8JNA,modern,audio_features,3gZgGRvDn9tTUy8n7699pD,3.2
0.622,130.001,0.847,arabic,-6.747,0.285,0.22,Gunna,4,0.0903,82,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,a Gift & a Curse,Arab X,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,4rXLjWdF2ZZpXCVTfWcshS,fukumean,2023-06-16,0.0,5qmZefgh78fN3jsyPPlvuw,0,1,125040,0.119,4rXLjWdF2ZZpXCVTfWcshS,modern,audio_features,3gZgGRvDn9tTUy8n7699pD,2.08
0.529,161.989,0.671,arabic,-7.226,0.0856,0.203,Juice WRLD,4,0.307,83,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Goodbye & Good Riddance,Arab X,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,2018-12-10,0.000335,6tkjU4Umpo79wwkgPMV3nZ,1,0,165820,0.0769,4VXIryQMWpIdGgYR4TrjT1,modern,audio_features,3gZgGRvDn9tTUy8n7699pD,2.76
